SEMS_ACTIVE_SITES.RG,SEMS_ACTIVE_SITES.SITE_ID,SEMS_ACTIVE_SITES.SITE_EPA_ID,SEMS_ACTIVE_SITES.SITE_NAME,SEMS_ACTIVE_SITES.SITE_STRT_ADRS1,SEMS_ACTIVE_SITES.SITE_STRT_ADRS2,SEMS_ACTIVE_SITES.SITE_CITY_NAME,SEMS_ACTIVE_SITES.SITE_STATE,SEMS_ACTIVE_SITES.SITE_ZIP_CODE,SEMS_ACTIVE_SITES.SITE_CONG_DISTRICT,SEMS_ACTIVE_SITES.SITE_CNTY_NAME,SEMS_ACTIVE_SITES.SITE_FIPS_CODE,SEMS_ACTIVE_SITES.LATITUDE,SEMS_ACTIVE_SITES.LONGITUDE,SEMS_ACTIVE_SITES.ALT_AGREEMENT,SEMS_ACTIVE_SITES.NPL,SEMS_ACTIVE_SITES.FF,SEMS_ACTIVE_SITES.NON_NPL_STATUS
9,902787,CA7570090079,AIR FORCE PLANT 42,20TH ST E & AVES O & M,,PALMDALE,CA,93550,20,LOS ANGELES,6037,,,N,Not on the NPL,Y,"Other Cleanup Activity: Federal Facility-Lead Cleanup"
9,902186,CA7690390524,USCG BALLAST POINT MOORINGS,NAVSUBBASE Ballast Point Drive,,SAN DIEGO,CA,92106,,SAN DIEGO,6073,,,N,Not on the NPL,Y,"Fed Fac Preliminary Assessment Review Start Needed"
9,905602,CA7800019419,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION INDUSTRIAL PLANT (NIP),12214 LAKEWOOD BOULEVARD,,DOWNEY,CA,90241,,LOS ANGELES,6037,,,N,Not on the NPL,Y,"Other Cleanup Activity: State-Lead Cleanup"
9,902790,CA8170024261,BARSTOW MARINE CORPS LOGISTICS BASE,MARINE CORPS LOGIS BASE- NEBO,,BARSTOW,CA,92311,"40,8",SAN BERNARDINO,6071,34.878331,-116.9389,N,Currently on the Final NPL,Y,
9,902792,CA8210020832,SHARPE ARMY DEPOT,700 EAST ROTH RD,,LATHROP,CA,95330,"09,11",SAN JOAQUIN,6077,37.829169,-121.2672,N,Currently on the Final NPL,Y,
9,902310,CA8360010328,"VAMC, SAN FRANCISCO",4151 Clement Street,,SAN FRANCISCO,CA,94121,,SAN FRANCISCO,6075,,,N,Not on the NPL,Y,"Fed Fac Site Inspection Review Start Needed"
9,902793,CA8570024143,MATHER AIR FORCE BASE (AC&W DISPOSAL SITE),MATHER AIR FORCE BASE,,MATHER,CA,95655,"07,11",SACRAMENTO,6067,38.55695,-121.2972,N,Currently on the Final NPL,Y,
9,902794,CA8570025736,ONIZUKA AIR FORCE STATION 6594 ABS/CC,1080 LOCKHEED WY,,SUNNYVALE,CA,94089,7,SANTA CLARA,6085,,,N,Not on the NPL,Y,"Fed Fac Site Inspection Review Start Needed"
9,903781,CA9141190570,WALKER MINE,SEC18 T24 R12E 20 MI E OF,,QUINCY,CA,95971,14,PLUMAS,6063,,,N,Not on the NPL,Y,"Fed Fac Site Inspection Review Start Needed"
9,909365,CAN000909365,SERVICE PLATING,1855 EAST 62nd STREET,,LOS ANGELES,CA,90001,,LOS ANGELES,6037,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
9,909367,CAN000909367,TORRES MARTINEZ PESTICIDE SITE,EAST OF OF HWY 195 AND 68TH STREET,,THERMAL,CA,92274,,RIVERSIDE,6065,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909368,CAN000909368,CUSTOM CLEANERS,300 NORTH H STREET,,BAKERSFIELD,CA,93304,,KERN,6029,,,N,Not on the NPL,N,"SI Start Needed"
9,909370,CAN000909370,FLOWSERVE CORPORATION,Postal Address is unavailable for the Site,,,CA,,,LOS ANGELES,6037,,,N,Not on the NPL,N,"Status Not Specified"
9,909377,CAN000909377,FREEMANS CLEANERS (VOGUE CLEANERS),555 BRUNDAGE LANE,,BAKERSFIELD,CA,93304,,,,,,N,Not on the NPL,N,"SI Start Needed"
9,909387,CAN000909387,REDWOOD EMPIRE CLEANERS,"69 WEST MENDOCINO AVE,",,WILLITS,CA,95490,,MENDOCINO,6045,,,N,Not on the NPL,N,"Status Not Specified"
9,909388,CAN000909388,EXPERIMENTAL FUEL CYLINDERS,2665 E. DEL AMO,,RANCHO DOMINGUEZ,CA,,,LOS ANGELES,6037,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909389,CAN000909389,OTAY MESA CID DRUMS,CORNER HERITAGE ROAD AND OTAY VALLEY ROA,,SAN DIEGO,CA,92154,,SAN DIEGO,6073,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909395,CAN000909395,CARBONLITE SODIUM HYDROXIDE SPILL,875 MICHIGAN AVE.,,RIVERSIDE,CA,92507-1843,,RIVERSIDE,6065,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909399,CAN000909399,FREMONT LAUNDRY,990 VILLA STREET,,MOUNTAIN VIEW,CA,94041,,,,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
9,909402,CAN000909402,CROWELL PROPERTY DRUMS,3244 ALBION RIDGE ROAD,,ALBION,CA,94510,,MENDOCINO,6045,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909411,CAN000909411,RED ELEPHANT MINE,27697 MORGAN VALLEY ROAD,,MIDDLETOWN,CA,95457,,LAKE,6033,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
9,909419,CAN000909419,A. BERCOVICH/SUNSET SMELTING AND REFINING COMPANY,1639 18TH STREET,,OAKLAND,CA,94607,,ALAMEDA,6001,,,N,Not on the NPL,N,"Site Reassessment Ongoing"
9,909457,CAN000909457,REDLANDS SMUDGE POT TANKS SITE,100 FEET WEST OF REDLANDS BLVD AND TEXAS,,CITY OF REDLANDS,CA,92373,,SAN BERNARDINO,6071,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909459,CAN000909459,PRO SPEED SPORT TUNING,9636 ATLANTIC AVENUE,,SOUTH GATE,CA,90280,,LOS ANGELES,6037,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
9,909462,CAN000909462,"ANDERSON-DAISHI, INC.","6866 E. WASHINGTON BLVD., COMMERCE, CA, ",,COMMERCE,CA,90040,,LOS ANGELES,6037,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909466,CAN000909466,SAN BERNARDINO PEROXIDES,8000 INSTITUTION RD.,,SAN BERNARDINO,CA,92407,,SAN BERNARDINO,6071,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909468,CAN000909468,EDDYSTONE COURT MERCURY,36 EDDYSTONE COURT,,REDWOOD CITY,CA,,,SANTA CLARA,6085,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909473,CAN000909473,CHEVRON RICHMOND REFINERY CRUDE 4 FIRE,841 CHEVRON WAY,,RICHMOND,CA,94801,,CONTRA COSTA,6013,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909474,CAN000909474,CALIFORNIA TSUNAMI DEBRIS,Postal Address is unavailable for the Site,,FORT BRAGG,CA,95437,,MENDOCINO,6045,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909480,CAN000909480,BREWERY PCBS,2020 N. MAIN STREET,,LOS ANGELES,CA,90031,,LOS ANGELES,6037,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909481,CAN000909481,MONTEREY PINES DEVELOPMENT,"241-319 EAST LOMITA BLVD., ",,CARSON,CA,90810,,LOS ANGELES,6037,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909499,CAN000909499,COLMA APARTMENT MERCURY,Postal Address is unavailable for the Site,,COMA,CA,,,SAN MATEO,6081,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909501,CAN000909501,UNI-PLATE,6 WEST BURBANK BLVD,,BURBANK,CA,91502,,LOS ANGELES,6037,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909502,CAN000909502,BORDERFIELD SITE,301 CASPIAN WAY,,IMPERIAL BEACH,CA,91932,,SAN DIEGO,6073,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909504,CAN000909504,NEW ENGLAND LOBSTER,191 MITCHELL AVE,,SOUTH SAN FRANCISCO,CA,94080,,SAN MATEO,6081,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909511,CAN000909511,HARRISON MINE,LITTLE BLUE RIDGE,,KNOXVILLE,CA,94558,,YOLO,6113,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
9,909512,CAN000909512,HYTONE CLEANERS PCE AND TCE VAPOR INTRUSION,2702 NORTH MOUNTAIN VIEW ROAD,,EL MONTE,CA,91732,,LOS ANGELES,6037,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909513,CAN000909513,FONTANA POLISHING AND PLATING,130 W. MINDANAO STREET,,RIALTO,CA,92377,,SAN BERNARDINO,6071,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909519,CAN000909519,KENNEDY INDUSTRIES,"5858 PEBBLE BEACH AVE., ",,INYOKERN,CA,93527,,KERN,6029,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909534,CAN000909534,LONG BEACH COLD STORAGE DIFFUSION TANK,625 WEST ANAHEIM STREET,,LONG BEACH,CA,,,LOS ANGELES,6037,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909535,CAN000909535,LEO'S ENVIRONMENTAL HAZ WASTE TRANPORTATION,8132 SECURA WAY ,,SANTA FE SPRINGS,CA,90670,,LOS ANGELES,6037,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909538,CAN000909538,LA COUNTY NITROUS OXIDE CYLINDERS,13556 PUMICE STREET,,"NORWALK,",CA,,,LOS ANGELES,6037,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909539,CAN000909539,HOSE-MAN DRUMS,940 S. VAIL AVE,,MONTEBELLO,CA,90640,,LOS ANGELES,6037,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909545,CAN000909545,BANAIRE ENTERPRISES,49800 BONITA STREET,,"CABAZON,",CA,92230,,RIVERSIDE,6065,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909546,CAN000909546,BANAIRE RADIUM TRAILERS,4972 MAIN STREET,,"CABAZON,",CA,92230,,RIVERSIDE,6065,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909548,CAN000909548,INDIAN ISLAND,0.5 MILES NW OF EUREKA,,EUREKA,CA,95502,,HUMBOLDT,6023,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
9,909550,CAN000909550,OAKLAND ESTUARY MARINE DEBRIS REMOVAL,OAKLAND ESTUARY,,OAKLAND,CA,94607,,ALAMEDA,6001,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
7,706550,KSN000706550,CHEROKEE ZINC COMPANY (WEIR SMELTER),413 N. WASHINGTON STREET,,WEIR,KS,66781,2,CHEROKEE,20021,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
7,706553,KSN000706553,NATIONAL FEED COMMODITIES,800 N. RIVER ROAD,,ATCHISON,KS,66002,2,ATCHISON,20005,,,N,Not on the NPL,N,"PA Start Needed"
7,706572,KSN000706572,SWICK MANUFACTURING,411 SOUTH 81 BYPASS,,MCPHERSON,KS,67460,2,MCPHERSON,20113,,,N,Not on the NPL,N,"PA Start Needed"
7,706573,KSN000706573,ROBERDS PROPERTY,1180 NORTH STATE STREET,,CANEY,KS,67333,2,MONTGOMERY,20125,,,N,Site is Part of NPL Site,N,
7,706575,KSN000706575,CROWE PROPERTY,1101 NORTH SPRING STREET,,CANEY,KS,67333,2,MONTGOMERY,20125,,,N,Site is Part of NPL Site,N,
7,706578,KSN000706578,1202 NORTH STATE SMELTER COMPLAINT,1202 NORTH STATE STREET,,CANEY,KS,67333,1,MONTGOMERY,20125,,,N,Site is Part of NPL Site,N,
7,706582,KSN000706582,MERCURY-FLOYD STREET,6824 FLOYD STREET,,OVERLAND PARK,KS,66204,3,JOHNSON,20091,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
7,706588,KSN000706588,CHROMIUM-NORTH HICKORY,Intersection Hickory and West Woodside Streets,,MCPHERSON,KS,67460,1,MCPHERSON,20113,,,N,Not on the NPL,N,"PA Start Needed"
7,706589,KSN000706589,CHROMIUM - HWY 24,Highway 24 & N Court Ave,,COLBY,KS,67701,1,THOMAS,20193,,,N,Not on the NPL,N,"SI Start Needed"
7,706601,KSN000706601,"1,2 DCA -- NORTH SENECA STREET",Near 6855 N. Seneca Street,,VALLEY CENTER,KS,67204,4,SEDGWICK,20173,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
7,706670,KSN000706670,CYANIDE ??? ELLSWORTH COUNTY,212 KANSAS AVENUE,,ELLSWORTH,KS,67439,1,ELLSWORTH,20053,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
7,710209,KSN000710209,MERCURY-W 359 ST,31376 WEST 359TH STREET,,OSWATOMIE,KS,66064,2,MIAMI,20121,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
7,710215,KSN000710215,TCE - 401 FUNSTON,401 Funston Road,,KANSAS CITY,KS,66115,3,WYANDOTTE,20209,,,N,Not on the NPL,N,"PA Ongoing"
7,703129,KSSFN0703129,FORBES (EX) ATLAS FAC S-5,2 MILES W & 3 MILES  N OF BUSHONG ,,ALLEN,KS,66833,1,LYON,20111,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
7,703130,KSSFN0703130,FORBES (EX) ATLAS FAC S-9,266 TH RD.,,HOLTON,KS,66436,3,JACKSON,20085,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
7,703132,KSSFN0703132,FORBES (EX) ATLAS FAC S-6,MISSILE BASE RD.,1.4 MILES NNW OF KEENE,ESKRIDGE,KS,66423,1,WABAUNSEE,20197,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
7,703164,KSSFN0703164,GREAT BEND (EX) A-G GUNERY RANGE,SEC 14 - 35 T18S R12 W   AND,"SEC 13, 24, 25, & 36 T18S, R13W",GREAT BEND,KS,67530,1,BARTON,20009,,,N,Not on the NPL,N,"SI Start Needed"
7,703172,KSSFN0703172,SCHILLING (EX) AIR FORCE ATLAS FAC S- 9,"SW1/4, SE1/4, NW1/4 SEC 29, T11S, R6W",,BEVERLY,KS,67423,1,LINCOLN,20105,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
7,703283,KSSFN0703283,SCHILLING (EX) AIR FORCE ATLAS FAC S- 7,EST 7 MILES NE OF ELLSWORTH,,ELLSWORTH,KS,67439,1,ELLSWORTH,20053,,,N,Not on the NPL,N,"Fed Fac Site Inspection Review  Ongoing"
7,703594,KSSFN0703594,SUMMERS ROAD,INTERSECTION OF SUMMERS RD &,CENTENNIAL ROAD,SALINA,KS,67402,1,SALINE,20169,,,N,Not on the NPL,N,"Addressed as Part of Another non-NPL Site"
7,702824,MO0000093666,HUBERT WHEELER STATE SCHOOL,5707 WILSON AVE,,ST LOUIS,MO,63110,1,ST. LOUIS,29189,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
7,702826,MO0000093682,MOUND STREET PCB'S,COMMERCIAL & MOUND STREETS,,ST LOUIS,MO,63102,1,ST. LOUIS,29189,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
7,702917,MO0000958611,ANNAPOLIS LEAD MINE,EAST SIDE OF IRON COUNTY ROAD 138,APPROX. 3/8 MILE NO. OF MO STATE HWY 49,ANNAPOLIS,MO,63620,8,IRON,29093,37.355556,-90.675,N,Currently on the Final NPL,N,
7,702918,MO0000958835,POOLS PRAIRIE,US HWY. 60 AND US HWY. 71,(2 MILES SOUTH),NEOSHO,MO,64850,7,NEWTON,29145,36.803056,-94.390278,N,Currently on the Final NPL,N,
7,703056,MO0001574680,ZYKAN LANDFILL,3 MI SW OF WRIGHT CITY OFF MUENZE RD,,WRIGHT CITY,MO,63390,9,WARREN,29219,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
7,703071,MO0001891845,RAY'S AUTOMOTIVE SUPPLY,4442-4448 MARTIN LUTHER KING DR,,ST LOUIS,MO,63140,1,ST. LOUIS,29189,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
7,703076,MO0001900208,BROOKFIELD FMGP,97 N MONROE,,BROOKFIELD,MO,64628,6,LINN,29115,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
7,703092,MO0001999176,LEMAR DRIVE,1041 LEMAR DR,,ELLISVILLE,MO,63011,2,ST. LOUIS,29189,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
7,703106,MO0002193951,MCDONNELL PARK,2961 ADIE ROAD,,ST. ANN,MO,63074,2,ST. LOUIS,29189,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
7,703107,MO0002222883,JEFFERSON BARRACKS (EX)  POST DUMPING GROUNDS,"65 KEARNEY STREET, JEFFERSON BARRACKS",,ST. LOUIS,MO,63125-4190,3,ST. LOUIS,29189,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
7,703119,MO0002325298,HCI - CHEMTECH - SPRINGFIELD,2235 W. BATTLEFIELD,,SPRINGFIELD,MO,65807,7,GREENE,29077,,,N,Not on the NPL,N,"Formal State Deferral"
7,703308,MO0002391043,HIGHWAY AF WELLS,HIGHWAY AF,,SULLIVAN,MO,63080,9,FRANKLIN,29071,,,N,Site is Part of NPL Site,N,
7,703472,MO0002458149,TILLMAN HOUSE,1304 TILLMAN RD.,,FARMINGTON,MO,63640,8,ST. FRANCOIS,29187,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
7,701737,MO0210090056,WELDON SPRING - EX ARMY ORDNANCE PLANT,HWY 94 EX ARMY PLANT,,ST CHARLES,MO,63301,2,ST. CHARLES,29183,,,N,Site is Part of NPL Site,Y,
7,701738,MO0470000530,GENERAL SERVICES ADMINISTN - KANSAS CITY,1500 BANNISTER RD,,KANSAS CITY,MO,64131,5,JACKSON,29095,,,N,Not on the NPL,Y,"Deferred to RCRA (Subtitle C)"
7,701746,MO2210090005,WELDON SPRINGS - RAFFINATE PITS,ST HWY 94,,ST CHARLES,MO,63301,2,ST. CHARLES,29183,,,N,Site is Part of NPL Site,Y,
7,701747,MO2210090054,LAKE CITY AAP - 139 W CENTRAL PORTION,139 W CENTRAL PORTION HWY 78,,INDEPENDENCE,MO,64050,4,JACKSON,29095,,,N,Site is Part of NPL Site,Y,
7,701753,MO3210090004,WELDON SPRING QUARRY/PLANT/PITS (USDOE/ARMY),25 MI W OF ST LOUIS,,ST. CHARLES,MO,63301,9,ST. CHARLES,29183,38.696944,-90.724999,N,Currently on the Final NPL,Y,
7,701754,MO3210090038,HANLEY AREA #2  - (SLOP),NATURAL BRIDGE AVE & GOODFELLOW BLVD,,ST LOUIS,MO,63120,1,ST. LOUIS,29189,,,N,Not on the NPL,Y,"Addressed as Part of Another non-NPL Site"
7,701755,MO3210090053,LAKE CITY AAP - 85 N S CENTRAL PORTION,85 N S CENTRAL PORTION HWY 78,,INDEPENDENCE,MO,64050,4,JACKSON,29095,,,N,Site is Part of NPL Site,Y,
8,802642,MTN000802642,KALISPELL HIGHWAY 35 LEACH FIELD,3178 MT-35,,KALISPELL,MT,59901,1,FLATHEAD,30029,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
8,802674,MTN000802674,TROUT CREEK COAL DERAILMENT,BRIDGE 57 OVER CLARK FORK RIVER,NEAR TROUT CREEK,TROUT CREEK,MT,59874,1,SANDERS,30089,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
8,802725,MTN000802725,JEFFERSON CITY RESIDENTIAL YARDS,INTERSECTION OF MAIN ST AND SPRING ST,,JEFFERSON CITY,MT,59638,1,JEFFERSON,30043,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
8,802765,MTN000802765,PACIFICORP TRANSFORMER YARD,BRIDGE STREET BRIDGE & SWAN RIVER S BANK,,BIGFORK,MT,59911,1,LAKE,30047,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
8,802845,MTN000802845,MONTANA ARMY NG MRS PROGRAM,1956 Mt Majo Street,P.O. Box 4789,FORT HARRISON,MT,59636-4789,1,LEWIS AND CLARK,30049,,,N,Not on the NPL,Y,"Other Cleanup Activity: Federal Facility-Lead Cleanup"
8,802850,MTN000802850,SMURFIT-STONE MILL FRENCHTOWN,14377 PULP MILL ROAD,,MISSOULA,MT,59808,1,MISSOULA,30063,46.964883,-114.197828,N,Proposed for NPL,N,
8,802914,MTN000802914,LODGE GRASS ABANDONED INTERMEDIATE BULK CONTAINERS,HIGHWAY 463,1 MILE W OF HARDING AVE. & GREYBULL ST.,LODGE GRASS,MT,59050,1,BIG HORN,30003,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
8,803030,MTN000803030,LIBBY CLINIC MERCURY,211 E. 2ND,,LIBBY,MT,59923,1,LINCOLN,30053,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
8,803105,MTN000803105,ELKHORN QUEEN (22-027),006N/003W Section 34,,ELKHORN,MT,56932,1,JEFFERSON,30043,,,N,Not on the NPL,N,"PA Ongoing"
8,803106,MTN000803106,TACOMA (22-284),006N/003W Section 34,,BOULDER,MT,59634,1,JEFFERSON,30043,,,N,Not on the NPL,N,"PA Ongoing"
8,803110,MTN000803110,CROW AGENCY VANDALISM,Long street South of town exit 509,,CROW AGENCY,MT,59002,1,BIG HORN,30003,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
8,803122,MTN000803122,ARLEE WRECKING SALVAGE YARD FIRE,94268 US Hwy 93,,ARLEE,MT,59821,1,LAKE,30047,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
8,820831,MTN000820831,NORRIS LABS,104 Sterling Road,,NORRIS,MT,59745,1,MADISON,30057,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
8,820924,MTN000820924,ELKHORN CREEK TAILINGS,Elkhorn Rd.,,ELKHORN,MT,59632,1,JEFFERSON,30043,,,N,Not on the NPL,N,"PA Ongoing"
8,820926,MTN000820926,C&D MINE,"S11, T06 N, R03 W, ACRES 20.56, C & D LODE MS 1620",,BOULDER,MT,59632,1,JEFFERSON,30043,,,N,Not on the NPL,N,"PA Ongoing"
8,820927,MTN000820927,CARMODY,"S14, T06 N, R03 W",,BOULDER,MT,59632,1,JEFFERSON,30043,,,N,Not on the NPL,N,"PA Ongoing"
8,820928,MTN000820928,IRON MINE,"S02, T06 N, R03 W",,BOULDER,MT,59632,1,JEFFERSON,30043,,,N,Not on the NPL,N,"PA Start Needed"
8,820929,MTN000820929,BOULAWAY,"S23, T06 N, R03",,ELKHORN,MT,59632,1,JEFFERSON,30043,,,N,Not on the NPL,N,"PA Ongoing"
8,820930,MTN000820930,SKYLINE,"S08, T06 N, R02 W",,ELKHORN,MT,59632,1,JEFFERSON,30043,,,N,Not on the NPL,N,"PA Ongoing"
8,820936,MTN000820936,UNION ELKHORN,"S11, T06 N, R03 W",,ELKHORN,MT,56932,1,JEFFERSON,30043,,,N,Not on the NPL,N,"PA Ongoing"
8,820980,MTN000820980,CROW AGENCY WASTERWATER LAGOON,80 Long Street,,HARDIN,MT,59022,,BIG HORN,30003,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
8,820982,MTN000820982,CREVASSE MINING DISTRICT,About 4 miles east of Gardiner,,GARDINER,MT,59030,1,PARK,30067,,,N,Not on the NPL,N,"PA Start Needed"
8,820986,MTN000820986,SNOW DRIFT MINE,"T 11 N, R 06 W",,MARYSVILLE,MT,59640,1,LEWIS AND CLARK,30049,,,N,Not on the NPL,N,"PA Start Needed"
8,820987,MTN000820987,WILDCAT LEACH SITE,"T11 N, R06 W",,MARYSVILLE,MT,59633,1,LEWIS AND CLARK,30049,,,N,Not on the NPL,N,"PA Start Needed"
8,820988,MTN000820988,TOWSLEY II MINE,"T11 N, R06 W, section 4",,MARYSVILLE,MT,59633,1,LEWIS AND CLARK,30049,,,N,Not on the NPL,N,"PA Start Needed"
8,820989,MTN000820989,EARTHQUAKE MINE,"T11 N, R06 W section 5 ",,MARYSVILLE,MT,59633,1,LEWIS AND CLARK,30049,,,N,Not on the NPL,N,"PA Start Needed"
8,820993,MTN000820993,UNKNOWN 8 TAILINGS,"T11 N, R06 W section 16",,MARYSVILLE,MT,59602,1,LEWIS AND CLARK,30049,,,N,Not on the NPL,N,"PA Start Needed"
8,821005,MTN000821005,BILLINGS MT EXXON AIR MONITORING,700 EXXON MOBIL RD,,BILLINGS,MT,59101,1,YELLOWSTONE,30111,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
8,821007,MTN000821007,NEENAN MINE,"T11 N, R06 W section 10",,MARYSVILLE,MT,59640,1,LEWIS AND CLARK,30049,,,N,Not on the NPL,N,"PA Start Needed"
8,821008,MTN000821008,UNKNOWN 2 MINE,.2 Miles NE of Intersection of Blossburg and,Unnamed Road,MARYSVILLE,MT,59640,1,LEWIS AND CLARK,30049,,,N,Not on the NPL,N,"PA Start Needed"
8,802559,MTR000001297,FWS-RED ROCK LAKES NATIONAL WILDLIFE REFUGE,27820 Southside Centennial Road,,LIMA,MT,59739-9709,1,BEAVERHEAD,30001,,,N,Not on the NPL,Y,"Fed Fac Preliminary Assessment Review Start Needed"
8,802560,MTR000200048,FWS-BOZEMAN FISH TECHNOLOGY CENTER,4050 Bridger Canyon Road,,BOZEMAN,MT,59715-4050,1,GALLATIN,30031,,,N,Not on the NPL,Y,"Fed Fac Preliminary Assessment Review Start Needed"
8,801699,MTSFN7578012,UPPER TENMILE CREEK MINING AREA,RIMINI ROAD,,HELENA,MT,59601,1,LEWIS AND CLARK,30049,46.48091,-112.25399,N,Currently on the Final NPL,N,
8,801852,ND0010165116,ROBINSON INSULATION MINOT PLANT,826 4TH AVE NE,,MINOT,ND,58703,1,WARD,38101,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
8,801855,ND0010165146,CAMELOT CLEANERS WEST FARGO,602 SHEYENNE STREET,,WEST FARGO,ND,58078,1,CASS,38017,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
8,800522,NDD980716963,ARSENIC TRIOXIDE SITE,"LIDGERWOOD, RUTLND, WYNDMERE",,SOUTHEAST,ND,58053,0,,,46.125412,-97.250832,N,Deleted from the Final NPL,N,
8,800527,NDD980959548,MINOT LANDFILL,"S27, T115N, R83W",,MINOT,ND,58701,0,WARD,38101,48.217637,-101.326255,N,Deleted from the Final NPL,N,
8,800528,NDD980959555,OLD WILLISTON LANDFILL,ROUTE 1804 DUE E OF LITTLE MUDDY RIVER,,WILLISTON,ND,58801,1,WILLIAMS,38105,,,N,Not on the NPL,Y,"NFRAP-Site does not qualify for the NPL based on existing information"
